"probeset_id","H1.CEL","H2.CEL","H3.CEL","H4.CEL","H5.CEL","H6.CEL","H7.CEL","H8.CEL","H9.CEL","H10.CEL","H11.CEL","H12.CEL","H13.CEL","H14.CEL","H15.CEL","H16.CEL","Symbol","Description","Chromosome","GenBank","Cytoband","UniGene","PubMed","LocusLink"
"7967898",5.25512301484779,7.36876834909033,7.43879185257826,7.62570884306446,7.98293655004793,6.70653055253812,6.52669484554198,8.46732024319336,5.85822971421118,7.8193488548157,7.72437742160622,8.79565007727105,7.90177198109894,4.89287670006069,8.7083596978622,6.54889895286564,"","","","","","","",""
"8077528",10.6551192325381,10.9952937109716,11.4608193400506,11.3008044043462,11.0197366583368,10.9460728664347,11.4309072425733,11.1492009255727,11.1815871123078,10.6790049875485,10.8647742480700,11.0810439716616,11.9597303148140,10.1510546042223,10.8208411096021,10.5264405520430,"SETD5","SET domain containing 5","3","NM_001080517","3p25.3","Hs.288164","11214970, 12477932, 14702039, 15489334, 16189514, 16641997","55209"
"7909390",5.32048467801769,5.88190928904719,4.93026424523502,4.57773093149008,5.49185309632967,5.56132613645392,5.674686619928,7.28725064325462,5.34801990922869,5.68622036502273,4.75221336786514,4.19377174339668,5.09296850932414,5.31360865703049,5.34908214639109,5.74846123300404,"CR1L","complement component (3b/4b) receptor 1-like","1","NM_175710","1q32.1","Hs.628568, Hs.655194","2295627, 10737800, 12477932, 14687939, 16344560","1379"
"8099142",3.63691458035588,3.35755200461808,4.99412711400313,4.28021399581062,4.80838505065609,4.14486214291573,3.68144926531496,4.94345253855882,4.67750824226472,4.76977173924945,3.17632277264046,4.59991284218713,4.30669970727279,4.98139603197215,2.77399632511117,4.62351574149055,"","","","","","","",""
"8151030",4.22265002245148,6.15643706844869,8.25875445522313,7.56170799374973,5.66845955691538,2.80322703643493,3.37016428054021,6.2473579161311,5.20906339534927,5.38750040648098,5.27761287075669,5.26940724085404,3.70154905694307,4.42559357765306,6.42961596420174,4.29130885982897,"","","","","","","",""
"7943827",9.17846567314526,8.7203810812045,9.69606338584595,8.48248530540646,8.32052980666123,7.36955372672159,8.61489384960502,8.4582425447701,8.3482855418512,7.91474389252887,7.96029160078522,8.44960264104366,8.83200387670116,8.76960646504678,7.87091949561058,7.9518092359838,"DLAT","dihydrolipoamide S-acetyltransferase","11","NM_001931","11q23.1","Hs.335551","2317220, 3036145, 3174635, 3191998, 8102256, 8125298, 9373149, 9649469, 11978179, 12395322, 12477932, 12816949, 14638692, 14702039, 15120760, 16049940, 16189514, 17068145","1737"
"8099037",10.0348677261931,8.89651405396884,9.15185374423609,8.36785153448991,8.62153909560226,9.34229694595057,8.19539681606349,8.88554386051713,7.94128241043287,8.0782041904673,7.9577405177832,10.3503314867529,8.8953026213333,8.59771738368546,9.61928461206906,8.11759115823832,"MFSD10","major facilitator superfamily domain containing 10","4","NM_001120","4p16.3","Hs.632581","8353488, 12477932, 17362938","10227"
"8011542",8.27747339233623,8.8121452096059,9.29726021078528,9.05061052670344,8.55692749763677,9.19854326415398,9.16530901559716,9.66872546371067,10.1343621419678,9.11870752404787,9.48574882137778,8.96500501891932,8.6049979220134,8.37055664302259,9.07132827686101,8.88819528597179,"ZZEF1","zinc finger, ZZ-type with EF-hand domain 1","17","NM_015113","17p13.2","Hs.277624","9455477, 12477932, 14702039","23140"
"7994216",5.12680770314203,5.75622271284729,8.85857163295301,5.63023071585969,5.47897180503294,4.89965902637744,9.53140095626352,4.60169651648096,5.66419836929191,5.09085343045111,4.76924279514054,5.71506967937999,5.19967234483636,4.82629424549963,5.3215673760354,4.44824022521607,"SLC5A11","solute carrier family 5 (sodium/glucose cotransporter), member 11","16","NM_052944","16pter-p11","Hs.164118","12039040, 12133831, 12477932, 18069935","115584"
"8135321",2.76765479823735,0.0143552929770701,3.63923216324928,2.06004738366994,0.0565835283663675,0.0143552929770701,2.59215800212536,3.64385618977472,4.73443866613717,0.985500430304885,2.26603689399532,1.98913900736823,3.82476785314329,2.92979099771860,4.45285896471381,0,"","","","","","","",""
"7957338",6.94953493301701,3.72465027173297,7.68355610749568,5.18626283566979,5.28318097894557,6.45746296464855,5.22265002245148,5.80761252317263,4.37155886261196,6.42794133250948,5.15380533607904,5.4666271200415,5.32048467801769,7.83718638515903,10.1561968689557,6.04636009064731,"SYT1","synaptotagmin I","12","NM_005639","12cen-q21","Hs.310545","1326322, 1840599, 7553862, 7798952, 8087843, 8769138, 8901523, 8999968, 9010211, 9303303, 9712836, 10397765, 10692432, 10734137, 11181737, 11242035, 11243866, 11381094, 11432880, 11438518, 11438520, 11438523, 11454741, 12089155, 12135982, 12477932, 14702039, 14709554, 15082773, 15466855, 15489334, 15603740, 17307723, 17956130","6857"
"8161017",4.48349335128439,4.85099939471647,5.73633427697511,5.11478344724985,4.75381844317354,4.55765515472542,5.74685018309805,4.13010717865883,3.60999129521268,6.03276207381379,7.76015439995754,6.50716034911752,6.36667191611176,5.69932952567316,4.96716860753263,5.75167794568758,"SIT1","signaling threshold regulating transmembrane adaptor 1","9","NM_014450","9p13-p12","Hs.88012","7566098, 10209036, 11433379, 11491537, 12477932, 15144186, 15164053, 15489334, 15570572, 15592455, 16094384, 16160011","27240"
"8022801",0.0143552929770701,1.61823865559545,3.94953493301701,3.90207357931074,3.57893871309339,2.84599177066457,4.11769504266975,2.88947354253111,2.30451104180995,1.86393845042397,2.95046841415012,4.05050169744673,4.65592421308382,2.4032677223393,1.97452931248388,1.71808758396052,"","","","","","","",""
"7996546",5.76394266044725,5.99299496685181,5.41616416473313,5.84699468696557,6.2364926183813,5.98800293750806,5.43862553808838,5.30122180533309,6.53044535469291,5.40837220357268,5.48284828306847,5.47832471148503,5.51633038682594,5.55704241526372,6.05723363504243,6.22322945684211,"LRRC36","leucine rich repeat containing 36","16","NM_018296","16q22.1","Hs.125139","12477932, 14702039","55282"
"8052399",5.27872821293894,7.27835652801072,6.89360490485829,6.1546156113269,4.73009646559547,4.13175409098481,7.62811741045916,3.76022094646651,3.77820857639809,6.79895774790043,8.26171884978794,6.66391384211598,8.45668296304239,4.56254772419912,3.08065766334523,5.98276546258365,"BCL11A","B-cell CLL/lymphoma 11A (zinc finger protein)","2","NM_022893","2p16.1","Hs.370549","9847074, 10744719, 10757802, 11161790, 11347906, 11719382, 11830502, 11986957, 12477932, 14702039, 15489334, 15639232, 16704730, 16871282, 17672918, 18245381","53335"
"7968556",9.39210272004142,9.47415208409865,8.6490046271876,9.36119811554875,9.56883017119555,9.37155886261196,9.91971250809574,9.26486479065274,9.15296926281902,9.8545411690946,9.72905986968534,9.78406223390448,10.1533366880192,9.3659068331536,9.5356447525892,9.5863331610962,"KL","klotho","13","NM_004795","13q12","Hs.524953","9363890, 9464267, 10631108, 11043382, 11137391, 11162628, 11792841, 12110410, 12369777, 12669274, 12771308, 14702039, 15057823, 15135068, 15677572, 15763166, 15784727, 16151675, 16262891, 16325773, 16579981, 16753056, 16955217, 16957409, 16973281, 16979405, 17014852, 17202338, 17205327, 17270470, 17332731, 17339340, 17408468, 17624411, 17710231, 17711860, 18034366","9365"
"8133314",7.44881837695051,7.53332973230583,7.10653676886889,7.077029313819,6.78842470743944,6.96081285795656,7.39274673242064,7.38292658257124,7.09212284983868,8.4225273638783,9.96774501692177,7.87633276097322,8.70649601806119,8.34269695998193,7.0309981181719,9.06404212646645,"NCF1","neutrophil cytosolic factor 1, (chronic granulomatous disease, autosomal 1)","7","NM_000265","7q11.23","Hs.647047, Hs.655201","2011585, 2398896, 2547247, 2550933, 2848318, 7545954, 7938008, 8089108, 8125298, 8766817, 9083043, 9255350, 9329953, 9373149, 10369419, 10436021, 10486263, 10772875, 10899172, 11027608, 11120743, 11133775, 11258927, 11278853, 11373621, 11485312, 11740866, 11741599, 12023963, 12169629, 12176908, 12356722, 12477932, 12539042, 12618429, 12681507, 12853948, 14694110, 15489334, 16189514, 16326715, 16608528, 16778989, 17150107, 17217339, 17438039, 17478731, 17586618, 17922419, 17925180, 18004884, 18028450, 18045865","653361"
"8139121",2.58014548442338,4.10349763970334,3.02502879449152,3.60644222813161,2.77610398807316,4.62293035092018,5.20789285164133,4.18189764310839,3.93357263826102,4.64616265715789,6.78489653520832,5.01881218574282,4.65477921695952,4.71149490665009,3.37712374912949,5.79727243202997,"TRGV3","T cell receptor gamma variable 3","7","BC071739","7p14","Hs.534032","2527426, 2938743, 2969332, 3453106, 3458221, 12477932","6976"
"8060835",3.73984810269933,3.22032995487956,4.85299758761332,4.43095427138573,1.31034012061215,2.76341157447001,2.57046293102604,1.06350294230616,2.07382023329167,2.21723071622067,3.07553263116736,4.40803246613065,2.44095219802964,2.15055967657538,2.70043971814109,1.70929063572336,"","","","","","","",""
"8158864",5.98230913012977,7.73308313184512,7.874919889687,7.3347649024012,7.15633593669436,6.49904859773388,6.67623919508638,7.42475416700455,6.09803208296053,7.22987627912408,7.97504545167282,7.61544572530479,7.48260630810786,6.27426166125705,7.33565832269288,6.92516868063287,"SNORD62B","small nucleolar RNA, C/D box 62B","9","NR_003050","9q34.13","","8962077","692093"
"8174554",7.85049941375812,8.13473433610102,6.877744249949,7.6035521685271,7.3885339790918,8.21378469032942,7.3077927961299,7.01613970265525,7.13842540637337,7.96786027116915,7.89147994597097,8.19145408128725,8.21970096063696,7.56117336523115,8.20227078018672,7.8974824681961,"","","","","","","",""
"8006367",6.47735352663456,6.10076744956886,5.88288755322496,6.0658738467689,6.4274385637151,6.24145887127465,5.57046293102604,5.83162393682075,5.58766502110098,6.42206476617281,6.32660925100527,6.66391384211598,6.50048340147312,6.31650781910311,5.54596836910529,6.47313748777226,"RHBDL3","rhomboid, veinlet-like 3 (Drosophila)","17","NM_138328","17q11.2","Hs.655027","11900977, 12477932, 15489334","162494"
"8062545",8.0759604132434,8.40224465525408,8.09924259635407,7.61948637605555,7.69048693771489,8.10417938070697,7.92748169038177,6.99344793233148,8.46581125447608,7.22699011843714,7.67948009950545,7.63299519714296,7.39437694495706,7.97510278907485,7.03320272593722,7.26077843189343,"ACTR5","ARP5 actin-related protein 5 homolog (yeast)","20","NM_024855","20q11.23","Hs.371585","11780052, 12477932, 12601173, 14702039, 15489334, 16230350","79913"
"8003583",10.1317926679534,9.02011878595972,10.3459817659616,9.2810258865671,9.02253426823786,9.81818270494864,10.3354238534159,8.4329594072761,11.1717147362623,8.70262291607825,9.349745647671,9.7101004077878,8.6516616571329,9.633703651713,10.3722774175814,8.45359988489147,"KIF22","kinesin family member 22","16","NM_007317","16p11.2","Hs.613351","8125298, 8146198, 8599929, 9373149, 9685418, 9790757, 10493829, 10966104, 10966105, 11146551, 11416179, 11564754, 12477932, 12606572, 12692123, 12727876, 12805422, 15489334, 16176979, 16565220, 17726374, 18268099, 18329364","3835"
"8146475",6.82374936030827,6.5438051759644,5.72900887033786,6.18844048897516,6.15845821621677,6.54550510069107,6.31813604115417,5.66362925881475,6.25171909260596,6.52638186256192,6.47686768893309,6.91205101260315,6.84849775538515,7.1138463279958,7.15916494951661,6.8171115727957,"XKR4","XK, Kell blood group complex subunit-related family, member 4","8","NM_052898","8q12.1","Hs.130197","11572484","114786"
"7942592",6.7839804136838,7.14567745519564,7.20212382383046,6.78868571061353,7.12018602753186,7.37920505996061,6.69083609791913,5.72519581722666,8.36868105851152,6.88264304936184,6.70777324346704,6.56254772419912,6.4937754084607,6.70321146739115,7.09296850932414,7.33199177823206,"SNORD15A","small nucleolar RNA, C/D box 15A","11","NR_000005","11q13.3-q13.5","Hs.689081","7789996, 8319909","6079"
"7964983",5.94181057995768,4.23112515787905,5.49313492230551,4.01167453338092,4.75648960675997,4.70321146739115,4.79493566280354,5.33378150063115,4.2364926183813,4.33842441478356,4.63226821549951,4.48928602262588,4.02856915219677,4.45680614923047,5.7944158663501,3.96901230751632,"","","","","","","",""
"8174297",6.02103547951136,6.65492239118093,5.02281165091563,5.99186193055632,6.20339694854612,6.85872702377863,6.456149034648,6.00157708538953,5.43829285157915,6.75395211887815,6.83200387670116,6.21567859660793,6.96532254836725,7.05680026314344,6.52732060787705,7.75127624861109,"TEX13A","testis expressed 13A","X","NM_031274","Xq22.3","Hs.567543","11279525, 12477932, 14531651, 15489334","56157"
"8088299",7.03804103701151,7.38948077060923,6.09465834265454,6.31324585178756,4.50969584193339,7.32481060342048,6.60895705221829,6.21295836272829,6.4572987888258,6.1781170457064,6.74725311426696,6.65549494602162,6.10097764772482,6.76672765886312,6.94825040944276,7.5851879042121,"","","","","","","",""
"7901256",4.67638025546692,8.50965625910765,7.41911748212248,5.22689381357139,6.15765009686171,5.4432751117658,5.95953834111265,10.7485450925832,7.66853047018635,6.56254772419912,4.2592724870376,5.15055967657538,5.27984269352035,6.58225490835766,6.730368236349,8.1793617570504,"CYP4B1","cytochrome P450, family 4, subfamily B, polypeptide 1","1","NM_000779","1p34-p12","Hs.436317","2298205, 2574990, 7894498, 8125298, 8313365, 8694864, 8889548, 9202751, 9364212, 9373149, 9493761, 9498238, 10768437, 11062028, 11669629, 11737226, 11767004, 12142726, 12477932, 12837283, 15499177, 16344560","1580"
"8083318",6.93628458266144,4.16751850373522,5.00764403087801,3.83592407425437,4.877744249949,4.17072627613155,6.18586654531133,4.00090140274153,3.97177344719337,3.74846123300404,4.53356334821451,4.91504279137198,5.34163000932991,4.82476785314329,4.99457972421575,0.201633861169650,"","","","","","","",""
"7912804",9.2880124289139,8.58789000278422,8.34309686313271,9.40429006444484,9.91218577604397,9.9457071846606,9.66808720504602,8.65155403482,9.4995668859279,9.6808869207197,9.36745843552234,8.71620213353239,9.14661958600407,9.61526179019382,9.18358576084205,8.81198471935167,"","","","","","","",""
"8176297",8.3339603508193,7.80083520362482,7.63930452775865,7.90134963765088,8.6280809469988,8.80309784950483,8.28475471041768,8.01997984217095,7.99638874644762,8.70144509265908,8.27314285930808,8.5573488175248,8.68506412068089,8.20686784624057,8.88792122644128,9.04938572398034,"SHOX","short stature homeobox","X, Y","NM_000451","Xpter-p22.32; Yp11.3","Hs.105932","2602357, 6954848, 7815426, 8558568, 9140395, 9254856, 9259282, 9590292, 9590293, 11030412, 11403039, 11716161, 11751690, 11874178, 11889214, 11889216, 11891678, 12089524, 12116254, 12784295, 12960152, 14513875, 14981722, 15118270, 15145945, 15173321, 15214013, 15292358, 15529627, 15931595, 15931687, 16175500, 16597678, 16807223, 16826534, 16941489, 17182655, 17200153, 17201812, 17881654, 17911654, 17935511, 17994562, 18059093","6473"
"8018793",7.61272108796825,7.23390722850783,8.15426117190118,7.04548665635946,6.30870307128211,7.33422858453596,7.08502092390388,6.9168348851483,7.88496416470878,6.55964476258667,7.1037074404804,7.60866141798756,6.75688985507462,7.19662671421379,7.16892278185294,6.799087306074,"JMJD6","jumonji domain containing 6","17","NM_001081461","17q25","Hs.514505","9628581, 10811223, 11877474, 12477932, 12559004, 12898702, 14645848, 14702039, 14729065, 15072554, 15193161, 15345036, 15453906, 15469976, 15489334, 15622002, 16983801, 17534701, 17947579","23210"
"7922414",10.4334289581479,12.1247804573503,10.1941535537490,10.4577707439691,11.1210736983439,11.1252778481918,11.0416112435112,9.19871513779221,10.1593794250702,11.5726149695009,11.2052006576883,10.6388250452377,10.3657537678617,10.4881715342882,10.6733090755617,11.6897403243001,"","","","","","","",""
"7931387",5.45779126025604,5.992088609014,5.77689356852207,4.97819562968165,6.46858331700683,6.01234519041983,5.89481776330794,6.4487357980294,5.35579154675365,6.26096656451949,6.07296327155522,5.70404195482129,6.72941681464735,5.33485426933163,6.76858134217361,5.71973105674985,"","","","","","","",""
"8135544",4.56620629346551,3.99638874644762,3.26303440583379,3.03913839390696,4.13504228623365,3.94673086014031,4.25398926623079,4.2585189247113,1.57046293102604,6.14873077917319,4.77663042305105,4.92599941855622,3.44493204894218,3.23725777090037,3.22650852980868,3.28688114778816,"FOXP2","forkhead box P2","7","NM_148899","7q31","Hs.656280","2332125, 9225980, 9770548, 10880297, 11358962, 11586359, 11818129, 11872603, 11872605, 11894222, 12060812, 12116195, 12160352, 12189486, 12192408, 12477932, 12524352, 12655497, 12690205, 12721956, 12853948, 12876151, 14555953, 14701752, 14702039, 14997560, 15056695, 15108192, 15653268, 15685218, 15737702, 15877281, 15948071, 15998549, 16407075, 16538183, 16984964, 17033973, 17196932, 17330859, 17999357, 17999362","93986"
"8155338",6.24088671380497,6.45038647903429,5.65821148275179,6.81493488583341,6.81005744243743,7.41574176829009,6.68018368159249,5.95023510048569,7.02147972741045,6.36246988875021,6.51506901403224,6.36859376265085,6.87786692288313,6.90110824301451,7.02491801819931,7.11925241215734,"","","","","","","",""
"8176230",5.57258654938577,5.94649694120329,5.64875303298957,6.34020617991171,6.61559285651096,5.75675645130727,6.2170367925641,5.94415566344036,7.12246565817924,6.81839044446963,6.75234719236697,6.4654847790185,6.62175885670973,6.00786824333334,6.31632679205715,7.05788344889963,"RAB39B","RAB39B, member RAS oncogene family","X","NM_171998","Xq28","Hs.632832","11076863, 11230166, 11256614, 12438742, 12477932, 14702039, 15489334, 15489336, 15772651, 16381901","116442"
"8160782",7.72785240130528,8.0055684121079,5.96486066424585,6.86381458735964,7.05820824610355,7.14516793901838,7.1950522566089,7.23304440126558,7.17182730268444,7.07210580048042,7.41244282477561,7.64378405321925,7.72703551172131,7.92005505480697,7.80741932664862,8.07622771264218,"","","","","","","",""
"8121949",5.72437742160622,6.94719858426206,6.00764403087801,6.79805051476751,8.69355665122852,7.70653055253812,8.04472196734098,7.82285758887397,4.84247606299394,9.09631984141827,7.1122831085982,8.78858783995664,8.73765296474711,6.1713269402333,6.34943605171382,9.43320985342566,"LAMA2","laminin, alpha 2 (merosin, congenital muscular dystrophy)","6","NM_000426","6q22-q23","Hs.200841","2185464, 7535762, 7550355, 7925941, 8294519, 8889548, 8910357, 8939648, 9131649, 9158149, 9271224, 9597096, 10225960, 10616210, 11054877, 11071490, 11311202, 11584042, 11591858, 11938437, 12100448, 12467726, 12552556, 12601554, 12609502, 15146197, 15210115, 15452315, 16084089, 16212419, 16216942, 16226104, 16335952, 16344560, 16504180, 16709410","3908"
"8088425",4.97773784924282,10.0760807041016,5.51916444980607,5.49601487343776,4.86789646399265,4.26303440583379,6.36806987653208,5.12060077384517,4.75007048586569,5.12018602753186,9.19721669311005,9.4726096155607,11.0970774296716,5.17871464117544,5.5478199565777,5.86220339905322,"FAM3D","family with sequence similarity 3, member D","3","NM_138805","3p14.2","Hs.61265","8889548, 12160727, 12477932, 12975309, 15489334, 16740002","131177"
"7917561",7.88502519629036,7.4591036961354,9.99003303315413,8.59480977551846,7.02003542129224,7.8640003779685,7.60050764534579,7.76851518019424,7.21140163741847,8.79064173076343,10.3779913269059,8.22477347843793,8.27556583456033,9.39516993484566,5.44095219802964,8.68964860828881,"GBP4","guanylate binding protein 4","1","NM_052941","1p22.2","Hs.409925","9659399, 12477932, 16689661","115361"
"7995088",6.12329372251013,5.75167794568758,6.18388345903223,6.6477462172081,6.82705683650015,6.57969306345875,6.47232529665646,5.96832119610627,6.94392132655349,7.10496560483998,6.72150937542489,5.79856900355688,6.13381009110603,6.56924802986718,6.03011533090807,6.65963918701565,"TRIM72","tripartite motif-containing 72","16","NM_001008274","16p11.2","Hs.661859","12477932, 14702039, 15489334, 15616553","493829"
"7918313",5.99435343685886,6.11457525112554,6.19652836093694,6.52309143530243,6.8370602037586,6.81826260830447,6.6838367874656,5.45121111183233,6.17472598770613,7.02890061573433,6.53247281684287,6.2503931730895,6.5958914937822,6.41734621727028,6.13278245729886,7.51325385633318,"MYBPHL","myosin binding protein H-like","1","NM_001010985","1p13.3","Hs.443402","12477932","343263"
"7959294",7.98749141405762,6.723422039585,7.48615121310239,7.04592343960255,6.80219321694183,7.66860137997186,7.47654370621426,7.10800164646591,7.43011797489203,6.37851162325373,7.87890922188918,7.45154083301783,7.29838338558924,7.16862198016142,7.15177765473205,6.4371278442728,"ORAI1","ORAI calcium release-activated calcium modulator 1","12","NM_032790","12q24.31","Hs.55148","12477932, 14702039, 15489334, 16147976, 16582901, 16645049, 16733527, 16766533, 16807233, 16921383, 16978865, 17045966, 17218358, 17224452, 17360584, 17400243, 17442569, 17452328, 17684017, 17702753, 17968026","84876"
"8072039",8.54070926267143,8.4717158531166,8.4809517254379,8.78558324478436,8.80161136775431,8.3437631221496,8.1594172703877,8.24488705912353,7.94315946868947,8.60925262588064,8.55362929391636,8.3364172951746,7.86560956179313,8.01858966780594,8.23155721030281,8.11009175192513,"MYO18B","myosin XVIIIB","22","NM_032608","22q11.2-q12.1","Hs.417959","10591208, 12209013, 12547197, 12741677, 14702039, 15305387, 16499872, 17081983, 17294804","84700"
"8066198",9.18472660379367,8.89266423773903,8.03512899804635,8.49285462017475,9.02195159096251,9.40919997856864,8.76844901518055,8.6925457624844,9.22335014305368,8.98222355172319,8.44683517708604,8.70303838898642,9.01343434361076,9.20916089780198,8.87826553789574,9.4602715799887,"","","","","","","",""
"8019828",5.68088692071969,5.63691458035588,5.21295836272829,6.2359184875622,6.09381367340273,2.59454854955035,5.67948009950545,6.13442632022093,5.9095331149469,6.05006629830629,6.05961485629722,5.47281266619239,6.48896481700485,5.7309116243181,5.76950729143624,5.68285416857223,"CETN1","centrin, EF-hand protein, 1","18","NM_004066","18p11.32","Hs.122511","8175926, 10725219, 11279195, 12477932, 15489334, 16101678, 16246726, 16760425","1068"
"7998724",5.76048710181103,5.76977173924945,5.09718938723511,5.3110671022556,5.26491169307446,4.62410089462811,4.49952702421510,6.10181813422741,5.67863534782274,4.20945336562895,5.3019533951261,4.94251450533924,5.73389660524750,5.9095331149469,7.43020162635993,5.76420813013995,"CASKIN1","CASK interacting protein 1","16","NM_020764","16p13.3","Hs.706806","10718198, 12040031, 12477932","57524"
"7925747",4.61529857909211,5.38439523838807,5.28243980500639,5.27351588970212,4.98093926608551,4.39506279951758,4.71644223684332,4.31251996747495,5.38128337250378,5.38715571766298,5.09634619899318,5.70265754339091,4.96162332828694,4.83541884047548,5.07210580048042,3.674686619928,"OR2T29","olfactory receptor, family 2, subfamily T, member 29","1","NM_001004694","1q44","Hs.553707","","343563"
"7905037",4.77135740899056,4.69710657447698,5.0232553523003,5.66362925881475,4.96901230751632,4.81147103052984,5.0408924306469,4.43362716708478,4.93262815702213,5.92742242873987,5.83668159332712,5.10265813136374,5.69432306012539,5.5385381636298,5.34305243492297,4.74362267606765,"","","","","","","",""
"8150576",5.04745114041639,5.54163873443614,5.5453506448223,5.09339115325301,5.6167693662935,6.19869058566892,5.56193705962243,4.68929916053589,5.58436125251871,5.53106949272595,5.57621978120958,5.34766565630097,4.44625622988956,5.56254772419912,4.79389588254888,5.46368784220126,"","","","","","","",""
"7997907",6.20143782950403,5.9174317553901,6.89578731646331,6.86616616903904,6.89056829030659,6.47816289273763,6.3474884972118,6.75448669787116,7.10810622368613,6.90424322720366,6.83099048124926,6.46025109894385,7.13627342985058,6.25361115194717,6.84887327793489,5.16992500144231,"","","","","","","",""
"8176806",6.64472154721798,6.74859540599096,6.43496176018725,6.39231742277876,7.25067740130403,6.96797551620983,6.39163026151743,6.48074981718447,6.54504168346746,7.64457735701838,6.99842118872913,7.21179097625254,7.36457243229586,6.76301313164836,6.49361531357724,7.23371553371073,"PRY2","PTPN13-like, Y-linked 2","Y","NM_001002758","Yq11.223","Hs.632847","9381176, 12815422, 15177557","442862"
